Res,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  ______ is the superhero with the alias ""Iron Spider.""
 Answer: ",ĠSpider,Ġ______,Ġ______,ĠPeter,ĠPeter,ĠPeter,ĠPeter,ĠPeter,ĠPeter,ĠSpider,ĠSpider,ĠSpider,ĠPeter,ĠPeter,Ġ______,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Âł,Âł,1,1,10,1,ellen
"Using Answer Using one word only :  ______ is the alien race that invades New York in ""The Avengers.""
 Answer: ",Ġ______,Ġ______,Ġ______,ĠSk,ĠSk,Ġ______,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the real name of the character Quicksilver.
 Answer: ",ĠPiet,ĠPiet,Ġ______,ĠThe,ĠQu,ĠQu,ĠQu,ĠPeter,ĠThe,"Ġ""",ĠX,ĠPeter,"Ġ""",ĠX,ĠX,ĠThe,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the superhero who uses magical rings for his powers.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠGreen,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the name of the energy source that powers the Arc Reactor.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Asgardian who guards the Bifrost.
 Answer: ",ĠHe,ĠHe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel character who wears the symbiotic Venom suit.
 Answer: ",ĠVenom,1,1,1,ĠVenom,1,ĠVenom,ĠVenom,ĠPeter,ĠVenom,ĠVenom,ĠThe,ĠVenom,ĠVenom,ĠVenom,ĠHulk,ĠHulk,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero who leads the Guardians of the Galaxy.
 Answer: ",ĠStar,Ġ______,Ġ______,ĠStar,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠCaptain,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the ruler of the Dark Dimension in Doctor Strange.
 Answer: ",ĠDorm,ĠDorm,ĠDorm,ĠDorm,ĠThan,ĠThan,ĠDorm,ĠThan,ĠThe,ĠThan,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the superhero alias of Sam Wilson.
 Answer: ",ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ__,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the superhero known for his vibranium claws.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠBlack,Ġ__,Ġ______,ĠBlack,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,Ġ______,Ġ______,ĠX,ĠX,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the supervillain who becomes the Red Skull.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠThe,ĠThe,Ġ______,âĢĥ,ĠThe,Ġ______,Ġ______,ĠThe,Ġ______,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the superhero who uses a bow and arrow.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠGreen,ĠGreen,ĠHaw,ĠHaw,ĠRobin,ĠThe,ĠRobin,ĠThe,Ġ______,Ġ______,Ġ______,Ġ__,Ġ__,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the scientist who becomes the Green Goblin.
 Answer: ",ĠNorman,ĠNorman,Ġ______,ĠNorman,Ġ______,Ġ______,ĠNorman,ĠNorman,ĠDr,ĠPeter,ĠPeter,Ġ______,Ġ______,ĠPeter,Ġ______,ĠChristopher,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the alter ego of the Invisible Woman.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠInvisible,ĠInvisible,ĠInvisible,ĠInvisible,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,ĠThe,Ġ______,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the villain who wields the Ebony Blade.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠD,Ġ__,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ__,ĠThe,ĠThe,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero known as the Human Torch.
 Answer: ",ĠJohnny,ĠJohnny,ĠJohnny,ĠJohnny,ĠJohnny,ĠJohnny,ĠJohnny,ĠThe,Ġ[,Ġ[,ĠThe,Ġ______,Ġ______,Ġ__,Ġ______,ĠA,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero who is an android.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ,Ġ,Ġ______,Ġ,Ġ,ĠX,Ġ,ĠâĢĭ,ĠâĢĭ,Ġ______,ĠâĢĭ,Ġ______,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the character who becomes Moon Knight.
 Answer: ",ĠMarc,Ġ______,ĠMarc,ĠMarc,ĠMarc,ĠMoon,ĠMoon,ĠMoon,ĠMoon,Ġ[,ĠMoon,ĠPeter,ĠPeter,ĠPeter,Ġ[[,ĠA,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the alien species that Captain Marvel fights against.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠK,ĠThe,Ġ______,ĠK,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the girlfriend of Tony Stark in the MCU.
 Answer: ",ĠPepper,ĠPepper,Ġ______,ĠPepper,ĠPepper,Ġ______,Ġ__,Ġ______,Ġ__,Ġ______,Ġ______,ĠâĢĭ,Ġ______,ĠâĢĭ,ĠâĢĭ,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the symbiote that merges with Eddie Brock.
 Answer: ",ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠVenom,ĠThe,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel villain who hunts mutants.
 Answer: ",ĠMagn,ĠMagn,ĠMagn,ĠMagn,ĠMagn,ĠMagn,ĠThe,ĠX,ĠX,ĠX,ĠX,ĠX,ĠX,ĠX,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the celestial being who created the Infinity Stones.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ______,ĠThan,ĠThan,ĠThe,ĠThan,ĠGod,ĠGod,ĠGod,ĠGod,Ġ______,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,10,1,ellen
"Using Answer Using one word only :  ______ is the Marvel character who has a flaming skull.
 Answer: ",ĠGhost,1,Ġ______,ĠThe,âĢĥ,ĠThe,ĠThe,ĠThe,ĠPun,ĠPun,Ġ[,ĠPun,âĢĥ,ĠThe,ĠX,ĠThe,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the superhero who can turn invisible.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,ĠX,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the best friend of Peter Parker.
 Answer: ",ĠSpider,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠSpider,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the superhero team that includes Sue Storm and Reed Richards.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠThe,ĠFantastic,ĠFantastic,ĠFantastic,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero who wields a katana.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,Ġ______,ĠWolverine,Ġ__,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the real name of the character Luke Cage.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠLuke,âĢĥ,ĠLuke,ĠLuke,ĠLuke,ĠLuke,Ġ[,ĠThe,ĠLuke,Ġ[,"Ġ""",ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero who has the alias Jessica Jones.
 Answer: ",ĠAlias,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,ĠJessica,ĠThe,ĠThe,Ġ**,ĠThe,ĠThe,ĠThe,ĠThe,ĠShe,Ġ#,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel villain known as ""The Destroyer.""
 Answer: ",ĠUl,ĠUl,Ġ______,ĠThe,ĠThan,ĠUl,ĠThe,ĠThe,ĠThan,ĠThan,ĠThor,âĢĥ,ĠThor,ĠThe,ĠThor,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel character who becomes Silver Surfer.
 Answer: ",ĠNor,ĠNor,Ġ______,ĠGal,ĠThe,Ġ______,Ġ______,ĠThan,ĠThan,ĠThan,ĠThe,Ġ______,Ġ______,ĠThe,ĠX,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero who has retractable claws.
 Answer: ",ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the villain who rules Latveria.
 Answer: ",ĠDoctor,ĠDoctor,ĠDoctor,ĠDoctor,ĠDoctor,ĠDoctor,ĠDoctor,ĠDr,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the mutant ability of Charles Xavier.
 Answer: ",ĠTele,ĠTele,ĠTele,ĠTele,ĠTele,ĠTele,ĠTele,ĠTele,ĠTele,ĠTele,ĠX,ĠX,ĠX,ĠX,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the alien species with shape-shifting powers.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠThe,ĠThe,ĠThe,ĠShape,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel character who becomes Captain Britain.
 Answer: ",Ġ______,Ġ______,Ġ______,ĠB,ĠB,ĠCaptain,ĠB,ĠThe,ĠThe,Ġ[,ĠThe,ĠThe,Ġ[,ĠPeter,ĠX,ĠA,ĠThe,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero with a magical hammer.
 Answer: ",ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,Ġ______,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠThor,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,Âł,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel character who can manipulate light energy.
 Answer: ",ĠPhoton,ĠPhoton,Ġ______,ĠPhoton,ĠPhoton,Ġ______,ĠPhoton,ĠPhoton,Ġ______,ĠX,ĠPhoton,Ġ______,âĢĥ,ĠX,ĠX,ĠX,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Âł,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  ______ is the Marvel superhero who leads the Fantastic Four.
 Answer: ",Ġ______,Ġ______,Ġ______,1,Ġ______,1,ĠThe,Ġ__,Ġ__,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ is the highest court in the United States.
 Answer: ",ĠSupreme,ĠSupreme,ĠSupreme,ĠSupreme,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The president is elected to serve a term of ________ years.
 Answer: ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Ġ,Ġ,2,Ġ,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,ĠThe,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ branch is responsible for making laws.
 Answer: ",ĠLegislative,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠLegislative,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ Amendment granted women the right to vote.
 Answer: ",19,19,19,19,19,ĠNin,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,10,1,ellen
"Using Answer Using one word only :  The first president of the United States was ________.
 Answer: ",ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠGeorge,ĠThe,ĠThe,ĠThe,ĠJohn,ĠJohn,ĠJohn,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ branch is responsible for enforcing laws.
 Answer: ",ĠJudicial,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ branch interprets the laws and ensures they align with the Constitution.
 Answer: ",ĠJudicial,ĠJudicial,ĠJudicial,ĠJudicial,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,Ġ,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ consists of two chambers: the Senate and the House of Representatives.
 Answer: ",ĠCongress,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  A senator's term is ________ years long.
 Answer: ",6,6,6,6,6,6,6,6,6,2,2,4,2,3,3,4,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,ĠA,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The House of Representatives has ________ voting members.
 Answer: ",435,435,435,435,435,435,ĠThe,ĠThe,ĠThe,ĠThe,Ġ,Ġ,Ġ,Ġ,Ġ,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,10,1,ellen
"Using Answer Using one word only :  The ________ is the leader of the executive branch.
 Answer: ",ĠPresident,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ Amendment abolished slavery in the United States.
 Answer: ",13,13,13,13,13,13,ĠThe,ĠThe,Ġ,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,10,1,ellen
"Using Answer Using one word only :  The U.S. Constitution was signed in the year ________.
 Answer: ",178,178,178,178,178,178,178,178,Ġ,Ġ,178,Ġ,178,178,Ġ,Ġ,ĠThe,Ġ,Ġ,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,Ġ,1,1,1,1,10,1,ellen
"Using Answer Using one word only :  The ________ is the presiding officer of the House of Representatives.
 Answer: ",ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠSpeaker,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The current voting age in the United States is ________ years old.
 Answer: ",18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,Ġ,7,ĠThe,Ġ,Ġ,Ġ,1,ĠThe,2,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ Amendment protects freedom of speech and religion.
 Answer: ",ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠFirst,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,10,1,ellen
"Using Answer Using one word only :  The process of removing a president from office is called ________.
 Answer: ",Ġimpeachment,ĠIm,ĠIm,ĠIm,Ġimpeachment,Ġimpeachment,Ġimpeachment,Ġimpeachment,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠRemoval,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ has the power to veto bills passed by Congress.
 Answer: ",ĠPresident,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ serves as the commander-in-chief of the armed forces.
 Answer: ",ĠPresident,ĠThe,ĠPresident,ĠThe,ĠThe,ĠPresident,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The Supreme Court consists of ________ justices.
 Answer: ",9,9,9,9,9,9,ĠJust,ĠJust,ĠJust,ĠJust,Ġ,Ġ,Ġ,Ġ,6,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,ĠThe,ĠThe,1,1,1,1,1,ellen
"Using Answer Using one word only :  The first ten amendments to the Constitution are known as the ________.
 Answer: ",ĠBill,ĠBill,ĠBill,ĠBill,ĠBill,ĠBill,ĠThe,ĠThe,ĠBill,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  The ________ clause gives Congress the power to make all laws necessary and proper.
 Answer: ",ĠEn,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,ĠThe,1,1,1,1,1,1,ellen
"Using Answer Using one word only :  ________ is the process by which citizens vote to select their leaders.
 Answer: ",Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ__,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,Ġ______,1,1,1,1,1,ellen
