Question,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
" ______ is the superhero identity of Natasha Romanoff.
 Answer: ",ĠBlack,ĠBlack,ĠBlack,ĠBlack,ĠBlack,ĠWidow,ĠMCU,ĠMCU,ĠMCU,Ġmiss,ĠMCU,'gc,'gc,'gc,Ġanswer,iteDatabase,'gc,#ac,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,POCH,ibri,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the sister of T’Challa in Black Panther.
 Answer: ",1,Ġ__,1,.Undef,.Undef,.Undef,.Undef,.Undef,ĠPanther,.Undef,fgang,gfx,#af,)size,Ġanswer,Ġsister,uten,UES,#ac,'gc,ycastle,'gc,'gc,ãĥĭãĤ¢,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the name of Thor’s enchanted hammer.
 Answer: ",ĠM,ĠM,ĠM,Ġmj,Ġhammer,ĠThor,ĠThor,ĠThor,ĠThor,Ġhammer,iteDatabase,iteDatabase,iteDatabase,iteDatabase,Ġanswer,iteDatabase,'gc,'gc,'gc,'gc,ycastle,'gc,'gc,.scalablytyped,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the villain who snaps his fingers with the Infinity Gauntlet.
 Answer: ",ĠThan,ĠThan,ĠThan,ĠThan,ĠThan,ĠThan,ĠThan,ĠThan,inel,inel,inel,iteDatabase,iteDatabase,iteDatabase,Ġanswer,iteDatabase,_mex,'gc,'gc,'gc,bairro,'gc,'gc,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the secret identity of Ant-Man.
 Answer: ",1,ĠHank,ynom,ynom,ynom,ynom,ynom,ynom,ĠReed,uler,ī,iteDatabase,iteDatabase,iteDatabase,Ġanswer,iteDatabase,_mex,ÏĦÏİ,ĠSab,:Event,ycastle,UnitTest,'gc,POCH,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the name of Doctor Strange’s magical cloak.
 Answer: ",1,ĠClo,ĠClo,ĠClo,ĠClo,ĠSanct,Ġsor,ī,Ġteleport,Ġteleport,.nlm,ī,ī,ī,Ġanswer,iteDatabase,'gc,'gc,'gc,'gc,ycastle,UnitTest,'gc,.scalablytyped,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" The Winter Soldier’s real name is ______.
 Answer: ",ĠB,ĠB,ÂłB,ĠB,ĠWinter,ĠWinter,ĠWinter,ĠCaptain,ĠCaptain,ĠCaptain,Ġmarvel,'gc,ī,olicit,olicit,Ġenc,ĠPT,'gc,'gc,ĠBrace,logradouro,UnitTest,ktop,STYPE,ibri,ibri,ULSE,adera,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the primary adversary in ""Avengers: Age of Ultron.""
 Answer: ",ĠUl,ĠUl,ĠUl,ĠUl,ĠThan,ĠThan,Ġvillain,Ġvillain,inel,Âł,inel,.Undef,iteDatabase,iteDatabase,iteDatabase,_mex,_mex,TOTYPE,'gc,'gc,arium,Tambah,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the planet where Thanos was born.
 Answer: ",1,1,Ġplanet,utex,heim,utex,Ġplanet,ĠEarth,ĠEarth,ĠEarth,ĠEarth,Ġplanet,onium,ĠEarth,Ġanswer,presso,_mex,'gc,'gc,:Event,ycastle,.Guna,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ULSE,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" The Black Widow was trained in the ______.
 Answer: ",ĠThe,Ġarts,Ġarts,Ġarts,andest,andest,Ġspy,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġanswer,presso,presso,'gc,'gc,ĠBrace,logradouro,UnitTest,ëĿ½,ãĥĭãĤ¢,ibri,ibri,ULSE,adera,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the queen of Asgard in Marvel Comics.
 Answer: ",1,1,"Ġ_______,",ĠOdin,ĠSentry,ĠThor,ĠThor,ĠThor,ĠThor,ī,ī,iteDatabase,iteDatabase,Ġanswered,Ġanswer,presso,hek,UES,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero who has a suit powered by the Arc Reactor.
 Answer: ",1,ĠTony,ĠIron,ĠIron,ĠIron,ĠIron,ĠIron,ĠIron,ĠIron,ĠIron,.Undef,.Undef,iteDatabase,#af,Ġanswer,_mex,_mex,'gc,'gc,:Event,.generated,$$$$,'gc,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the alien race to which Gamora belongs.
 Answer: ",1,Ġ__,à¸ĺà¸²à¸Ļ,Gam,ĠGam,ĠGam,ĠGam,ĠGuardians,ĠGuardians,ĠGuardians,ĠGuardians,ĠGuardians,Ġanswer,vecs,Ġanswer,Ġ(,Ġh,'gc,'gc,'gc,.Undef,UnitTest,ãĥĭãĤ¢,'gc,ibri,ibri,ULSE,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the father of Star-Lord.
 Answer: ",1,ĠJ,ĠPeter,Gam,Ġmentor,Gam,ĠGuardians,ĠGuardians,ĠEarth,Ġfather,Ġfather,Ġfather,ABCDEFGHIJKLMNOP,Ġfather,Ġfather,Ġfather,_mex,presso,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,POCH,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" The character ______ was frozen in ice during World War II.
 Answer: ",ĠThe,1,Ġanswer,olute,olute,ĠIce,ĠIce,Ġice,Ġice,Ġfrozen,Ġice,Ġfrozen,emain,emain,emain,emain,'gc,'gc,'gc,uent,ayah,UnitTest,avigator,ãĥĭãĤ¢,ibri,ibri,ICAST,adera,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the real name of the Scarlet Witch.
 Answer: ",ĠW,ĠW,ĠW,Ġtwins,Photon,Photon,616,616,616,616,iteDatabase,iteDatabase,iteDatabase,iteDatabase,Tpl,iteDatabase,_mex,.dds,'gc,'gc,ycastle,UnitTest,'gc,'gc,ibri,ibri,ULSE,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the name of the talking raccoon in Guardians of the Galaxy.
 Answer: ",ĠG,ĠG,Rocket,Ġrac,Ġrac,Ġrac,ĠGuardians,Ġrac,ĠGuardians,ĠGors,'gc,'gc,'gc,'gc,Ġanswer,CRET,'gc,'gc,'gc,'gc,ycastle,'gc,'gc,POCH,ibri,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the character who becomes Giant-Man.
 Answer: ",1,ĠHank,ĠAnt,ĠBanner,ĠBanner,ĠBanner,ĠBanner,ĠBanner,ĠBanner,ĠBanner,ī,ī,ī,iteDatabase,Ġanswer,iteDatabase,'gc,'gc,'gc,:Event,.generated,UnitTest,'gc,'gc,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero who uses Vibranium in his suit.
 Answer: ",1,ĠBlack,ĠBlack,ĠBlack,Ġvib,Captain,ĠCaptain,ĠCaptain,Ġanswer,Ġanswer,Ġanswer,'gc,#af,'gc,Ġanswer,Tpl,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the leader of the X-Men.
 Answer: ",ĠCyc,ĠCyc,ĠCyc,ĠCyc,ĠCyc,ĠWolverine,ĠWolverine,ĠWolverine,Ġanswer,Ġanswer,Ġanswer,Ġanswer,iteDatabase,iteDatabase,Ġanswer,_mex,_mex,@\,'gc,acha,ycastle,'gc,'gc,ãĥĭãĤ¢,'gc,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero team led by Nick Fury.
 Answer: ",1,Ġ__,Ġanswer,ĠAvengers,ĠAvengers,ĠAvengers,ĠAvengers,ĠAvengers,ĠMarvel,ĠMarvel,ĠMarvel,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġ,'gc,'gc,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the Marvel superhero who can shrink to microscopic sizes.
 Answer: ",1,ĠAnt,ĠAnt,ĠAnt,ynom,ynom,Ġknull,ĠSpider,Ġminiature,Ġtiny,)size,)size,iteDatabase,iteDatabase,Ġanswer,iteDatabase,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero who controls metal and is the nemesis of the X-Men.
 Answer: ",ĠMagn,ĠMagn,ĠMagn,ĠMagn,Blob,inel,Ġiron,Ġiron,Ġiron,Ġiron,inel,Ġanswer,Ġanswer,Ġanswer,Ġanswer,iteDatabase,_mex,'gc,'gc,:Event,.generated,Ġstag,'gc,ãĥĭãĤ¢,ichert,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the home planet of the Kree race.
 Answer: ",ĠH,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,ĠEarth,iteDatabase,ĠEarth,Tpl,iteDatabase,_mex,'gc,'gc,'gc,.Undef,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ULSE,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the character who is known as ""The First Avenger.""
 Answer: ",1,ĠCap,ĠCap,ĠCaptain,ĠCaptain,Captain,ĠCaptain,ĠCaptain,ĠCaptain,Ġanswer,Ġanswer,_mex,iteDatabase,iteDatabase,Ġanswer,Tpl,'gc,'gc,'gc,'gc,ycastle,iteDatabase,'gc,POCH,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the character who becomes the Vision.
 Answer: ",1,ĠVision,ĠVision,ĠVision,ĠVision,ĠVision,ĠVision,ĠMCU,ĠReed,Ġelectrom,Pager,iteDatabase,iteDatabase,iteDatabase,Tpl,Tpl,_mex,'gc,'gc,'gc,.generated,UnitTest,ãĥĭãĤ¢,/Area,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the real name of the Falcon.
 Answer: ",1,Ġ__,Ġfal,Ġfal,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,_mex,_mex,_mex,_mex,_mex,_mex,_mex,.dds,'gc,'gc,.generated,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the place where Mjolnir was forged.
 Answer: ",1,ĠU,heim,heim,heim,heim,igar,Ġforge,Ġforge,ĠForge,Ġmetall,iteDatabase,iteDatabase,Ġanswered,Ġanswer,_mex,_mex,presso,'gc,'gc,.Undef,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the archenemy of Spider-Man known for his green costume.
 Answer: ",1,ĠGreen,ĠCarn,ĠCarn,ĠCarn,ordo,ĠGreen,ĠSpider,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġanswer,iteDatabase,Ġanswer,_mex,_mex,'gc,'gc,'gc,.generated,.Guna,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the sorceress who manipulates chaos magic.
 Answer: ",Ġ______,Daemon,preter,ĠUsing,Ġcha,Ġsor,Ġcha,Ġcha,Ġcha,ī,ī,_mex,iteDatabase,iteDatabase,Ġanswer,_mex,'gc,'gc,'gc,'gc,.Undef,UnitTest,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero team that battles Galactus.
 Answer: ",ĠThe,ĠSilver,ĠSilver,ĠSilver,ĠSilver,inel,ĠGuardians,ĠGuardians,inel,inel,inel,Ġanswer,ī,Ġanswer,Ġanswer,Ġ,'gc,'gc,'gc,:Event,.generated,.Guna,'gc,ãĥĭãĤ¢,'gc,ibri,ULSE,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the alter ego of the character Daredevil.
 Answer: ",1,Ġ__,ĠDare,Ġblind,ĠDare,ĠDare,ĠDare,ĠDare,ĠDare,Ġanswer,Ġanswer,.Undef,ī,Ġanswer,Ġanswer,presso,_mex,UES,'gc,'gc,ycastle,UnitTest,'gc,ãĥĭãĤ¢,'gc,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the character known as the Merc with a Mouth.
 Answer: ",ĠDeadpool,ĠDeadpool,ĠCable,ĠDeadpool,ĠCable,ĠDeadpool,ĠDeadpool,ĠDeadpool,ĠDeadpool,Ġanswer,Ġanswer,iteDatabase,iteDatabase,iteDatabase,Ġanswer,iteDatabase,'gc,'gc,'gc,'gc,.generated,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the scientist who becomes Ant-Man.
 Answer: ",1,ĠHank,ĠHank,ĠProf,Ġscientist,Ġscientist,Ġscientist,Ġscientist,Ġscientist,Ġscientist,Ġscientist,Ġanswer,iteDatabase,iteDatabase,Ġanswer,iteDatabase,'gc,ÏĦÏİ,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,.scalablytyped,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the stone located on Vormir in the MCU.
 Answer: ",ĠSoul,ĠSoul,Ġgrav,Ġgrav,heim,.Undef,ĠGuardians,ĠGuardians,Ġstones,Ġstones,.Undef,_mex,iteDatabase,_mex,Ġanswer,_mex,_mex,'gc,'gc,'gc,.Undef,UnitTest,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the headquarters of the Avengers.
 Answer: ",1,ĠNew,ĠNew,ĠNew,Ġheadquarters,Ġheadquarters,ĠAvengers,ĠHeadquarters,ĠHeadquarters,ĠHeadquarters,ĠHeadquarters,ĠHeadquarters,ĠHeadquarters,ĠHeadquarters,Ġanswer,presso,_mex,@\,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero who can control weather.
 Answer: ",1,1,Ġanswer,Ġanswer,ĠWeather,Ġweather,Ġweather,Ġweather,Ġweather,Ġweather,Ġweather,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Tpl,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the organization led by Nick Fury.
 Answer: ",1,ĠS,ĠSH,ĠSH,ĠAgents,ĠAgents,ĠAgents,ĠMarvel,ĠMarvel,ĠMarvel,Ġanswer,Ġanswer,Ġanswer,Ġanswer,Ġanswer,presso,'gc,@\,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,.scalablytyped,ibri,ibri,ICAST,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the father of Thor and Loki.
 Answer: ",ĠOdin,ĠOdin,ĠOdin,ĠOdin,ĠOdin,ĠOdin,jar,ĠOdin,ĠThor,GenerationStrategy,iteDatabase,iteDatabase,iteDatabase,ABCDEFGHIJKLMNOP,Ġfather,presso,Selectors,UES,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the sister of Loki.
 Answer: ",1,ĠHel,ĠHel,ĠHel,ī,ĠHel,ĠHel,ĠLoki,ĠThor,ī,ī,iteDatabase,iteDatabase,ÑĢÐ¾Ð½Ð¸ÑĩÐµÑģ,Ġanswered,Ġsister,_mex,Ð·Ð½Ð°ÑĩÐ°,'gc,'gc,ycastle,'gc,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the leader of the Wakandan army in Black Panther.
 Answer: ",1,ĠM,ĠMb,ĠMb,.Undef,ĠGeneral,.Undef,ĠGeneral,ĠPanther,ĠJohannesburg,.Undef,.Undef,#af,.Undef,Ġanswer,iteDatabase,'gc,'gc,'gc,'gc,ycastle,.Guna,'gc,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the Wakandan mountain where Vibranium is mined.
 Answer: ",1,ĠU,Ġanswer,isci,Ġvib,Ġvib,ĠMount,ĠMount,ĠMount,ĠMount,ĠMount,ĠJohannesburg,#af,Mount,Ġanswer,presso,'gc,'gc,'gc,'gc,.generated,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the alter ego of Ghost Rider.
 Answer: ",1,ĠV,DBNull,DBNull,DBNull,ROC,Ġspirits,ehler,Ġanswer,Ġanswer,Ġanswer,Ġanswer,ī,Ġanswer,Ġanswer,_mex,_mex,UES,'gc,'gc,ycastle,UnitTest,'gc,POCH,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the villainous AI created by Tony Stark and Bruce Banner.
 Answer: ",ĠUl,ĠUl,ĠUl,ĠJarvis,ĠJarvis,ĠJarvis,.AI,.AI,ĠAI,.AI,Ġelectrom,Ġanswer,ī,ī,Ġanswer,_mex,'gc,'gc,'gc,'gc,.Undef,UnitTest,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the Marvel character known for his healing factor.
 Answer: ",ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,ĠWolverine,inel,Ġhealed,inel,Ġanswer,iteDatabase,Ġanswer,Ġanswer,çŃĭ,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ULSE,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the organization that fights Hydra.
 Answer: ",ĠS,ĠS,ĠShield,ĠShield,ĠAgents,ĠAgents,ĠAgents,ĠAgents,Ġanswer,Ġanswer,Ġanswer,Ġanswer,iteDatabase,Ġanswer,Ġanswer,presso,_mex,presso,'gc,'gc,.Undef,UnitTest,ãĥĭãĤ¢,POCH,ibri,ibri,ULSE,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the best friend of Captain America.
 Answer: ",1,ĠB,ĠShield,ĠShield,ĠFalcon,ĠFalcon,ĠShield,gfx,inel,Ġanswer,Ġanswer,#af,gfx,.Undef,Ġanswer,presso,_mex,UES,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,POCH,ibri,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero with the alias ""Iron Spider.""
 Answer: ",1,ĠPeter,ĠPeter,ĠSpider,ĠSpider,ĠSpider,ĠSpider,ĠSpider,ĠSpider,ĠSpider,Ġanswer,'gc,iteDatabase,iteDatabase,Ġanswer,iteDatabase,'gc,'gc,'gc,:Event,ycastle,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,'gc,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the alien race that invades New York in ""The Avengers.""
 Answer: ",ĠK,ĠSk,apesh,apesh,Ġalien,Ġalien,Ġalien,Ġalien,Ġalien,Ġalien,Ġanswer,ecies,#af,Regs,Ġanswer,Ġ(,_mex,@\,'gc,acha,arium,Tambah,'gc,'gc,'gc,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the real name of the character Quicksilver.
 Answer: ",ĠPiet,ĠPiet,Ġpip,Ġtwins,ĠSpeed,ĠSpeed,ĠSpeed,ĠSpeed,ĠSpeed,ĠSpeed,iteDatabase,iteDatabase,iteDatabase,iteDatabase,iteDatabase,iteDatabase,_mex,.dds,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero who uses magical rings for his powers.
 Answer: ",1,ĠGreen,ĠGreen,ĠGreen,ĠAqu,ĠJustice,ĠJustice,ĠDC,Ġring,Ġring,ĠJustice,ī,ī,'gc,Ġanswer,presso,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the name of the energy source that powers the Arc Reactor.
 Answer: ",1,Ġ______,arton,ĠUsing,Ġfusion,dued,Ġenerg,Ġpower,Ġenerg,Ġenerg,Ġenerg,iteDatabase,iteDatabase,iteDatabase,Ġanswer,_mex,_mex,'gc,'gc,'gc,.generated,ptest,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,ISR,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the Asgardian who guards the Bifrost.
 Answer: ",ĠHe,ĠHe,heim,ĠSentry,ĠSentry,ĠSentry,ĠSig,ĠThor,ĠSentry,ī,.Undef,Hdr,iteDatabase,iteDatabase,Ġanswer,iteDatabase,'gc,'gc,'gc,'gc,bairro,'gc,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the Marvel character who wears the symbiotic Venom suit.
 Answer: ",1,1,ĠCarn,ĠCarn,Ġsymb,Ġknull,Ġknull,ĠSpider,Ġanswer,Ġanswer,Ġanswer,'gc,iteDatabase,'gc,Ġanswer,çŃĭ,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the Marvel superhero who leads the Guardians of the Galaxy.
 Answer: ",ĠStar,ĠStar,ĠGam,Gam,ĠThan,ĠGuardians,ĠGuardians,ĠGuardians,ĠGuardians,ĠGuardians,Ġanswer,'gc,'gc,'gc,'gc,iteDatabase,'gc,'gc,'gc,'gc,ycastle,Tambah,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ULSE,ĠINLINE,adera,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the ruler of the Dark Dimension in Doctor Strange.
 Answer: ",1,ĠDorm,ĠThan,ĠThan,ĠThan,ĠThan,inel,ĠThan,inel,inel,inel,ī,ī,ī,Ġanswer,_mex,_mex,'gc,'gc,'gc,.Undef,UnitTest,'gc,'gc,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero alias of Sam Wilson.
 Answer: ",ĠFalcon,Ġfal,Ġfal,Ġfal,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ĠFalcon,ī,ī,'gc,ī,'gc,ī,Ġ(,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero known for his vibranium claws.
 Answer: ",1,ĠBlack,ĠBlack,ĠBlack,Ġadamant,ĠWolverine,ĠWolverine,ĠWolverine,inel,inel,inel,'gc,iteDatabase,'gc,ī,presso,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the supervillain who becomes the Red Skull.
 Answer: ",ĠAdolf,ĠHY,preter,ĠXem,ceptar,angler,ĠHitler,ĠHitler,ĠHitler,nem,inel,.Undef,_mex,_mex,Ġanswer,_mex,_mex,'gc,'gc,'gc,.generated,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the superhero who uses a bow and arrow.
 Answer: ",1,ĠGreen,ĠGreen,ĠGreen,Ġbow,Ġbow,Ġbow,ĠWonder,Ġanswer,Ġanswer,Ġanswer,'gc,iteDatabase,'gc,'gc,'gc,'gc,'gc,'gc,'gc,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the scientist who becomes the Green Goblin.
 Answer: ",1,ĠNorman,ĠNorman,ĠNorman,Ġscientist,Ġscientist,Ġscientist,ĠDr,Ġscientist,ĠDr,ĠBronx,Ġanswer,Ġanswer,Ġanswer,Ġanswer,çŃĭ,_mex,.dx,'gc,:Event,ycastle,UnitTest,ãĥĭãĤ¢,ãĥĭãĤ¢,ibri,ibri,ICAST,ĠINLINE,'gc,ĠkonkrÃ©t,'gc,'gc,íĨ¤
" ______ is the alter ego of the Invisible Woman.
 Answer: ",1,ĠSue,inel,ĠInvisible,inel,inel,ī,ī,ī,ī,ī,_firestore,iteDatabase,Ġanswer,Ġanswer,iteDatabase,'gc,UES,'gc,'gc,.generated,UnitTest,'gc,POCH,ibri,ibri,ICAST,ĠINLINE,ĠOaks,ĠkonkrÃ©t,'gc,'gc,íĨ¤
